id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,project,source,release,release_requirements,inherited_from,technical_lag,applicability,cwe_id,kind,name,abstraction,structure,status,summary,background_details,likelihood_of_exploit,detection_methods,consequences,cves,start_to_patched,start_to_published,published_to_patched,patched_date,version_end,exclude_version_end
65388,CVE-2021-37663,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions due to incomplete validation in `tf.raw_ops.QuantizeV2`, an attacker can trigger undefined behavior via binding a reference to a null pointer or can access data outside the bounds of heap allocated arrays. The [implementation](https://github.com/tensorflow/tensorflow/blob/84d053187cb80d975ef2b9684d4b61981bca0c41/tensorflow/core/kernels/quantize_op.cc#L59) has some validation but does not check that `min_range` and `max_range` both have the same non-zero number of elements. If `axis` is provided (i.e., not `-1`), then validation should check that it is a value in range for the rank of `input` tensor and then the lengths of `min_range` and `max_range` inputs match the `axis` dimension of the `input` tensor. We have patched the issue in GitHub commit 6da6620efad397c85493b8f8667b821403516708. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:41:00,2024-03-19 15:27:54.361933,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65389,CVE-2021-37664,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can read from outside of bounds of heap allocated data by sending specially crafted illegal arguments to `BoostedTreesSparseCalculateBestFeatureSplit`. The [implementation](https://github.com/tensorflow/tensorflow/blob/84d053187cb80d975ef2b9684d4b61981bca0c41/tensorflow/core/kernels/boosted_trees/stats_ops.cc) needs to validate that each value in `stats_summary_indices` is in range. We have patched the issue in GitHub commit e84c975313e8e8e38bb2ea118196369c45c51378. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 21:15:00,,2021-08-18 21:07:00,2024-03-19 15:27:54.382439,3.1,1.8,5.2,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,HIGH,7.1,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-125,weakness,Out-of-bounds Read,Base,Simple,Draft,,,,Automated Static Analysis (DM-14); Fuzzing (DM-13),Bypass Protection Mechanism (C.); Read Memory (C.),"['CVE-2018-21233', 'CVE-2020-15196', 'CVE-2020-15208', 'CVE-2020-15211', 'CVE-2020-15265', 'CVE-2020-26267', 'CVE-2020-26269', 'CVE-2020-26271', 'CVE-2021-29532', 'CVE-2021-29547', 'CVE-2021-29551', 'CVE-2021-29553', 'CVE-2021-29559', 'CVE-2021-29569', 'CVE-2021-29570', 'CVE-2021-29582', 'CVE-2021-29583', 'CVE-2021-29590', 'CVE-2021-29606', 'CVE-2021-29613', 'CVE-2021-37635', 'CVE-2021-37639', 'CVE-2021-37641', 'CVE-2021-37654', 'CVE-2021-37655', 'CVE-2021-37659', 'CVE-2021-37664', 'CVE-2021-37670', 'CVE-2021-37672', 'CVE-2021-37685', 'CVE-2021-37687', 'CVE-2021-41205', 'CVE-2021-41210', 'CVE-2021-41211', 'CVE-2021-41212', 'CVE-2021-41219', 'CVE-2021-41223', 'CVE-2021-41224', 'CVE-2021-41226', 'CVE-2021-41227', 'CVE-2022-21726', 'CVE-2022-21728', 'CVE-2022-21730', 'CVE-2022-23560', 'CVE-2022-23574', 'CVE-2022-23592', 'CVE-2022-23594', 'CVE-2022-35937', 'CVE-2022-35938', 'CVE-2022-41880', 'CVE-2022-41883', 'CVE-2022-41895', 'CVE-2022-41897', 'CVE-2022-41900', 'CVE-2022-41902', 'CVE-2022-41910', 'CVE-2023-25658', 'CVE-2023-25659', 'CVE-2023-25668']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65390,CVE-2021-37665,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions due to incomplete validation in MKL implementation of requantization, an attacker can trigger undefined behavior via binding a reference to a null pointer or can access data outside the bounds of heap allocated arrays. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/mkl/mkl_requantization_range_per_channel_op.cc) does not validate the dimensions of the `input` tensor. A similar issue occurs in `MklRequantizePerChannelOp`. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/mkl/mkl_requantize_per_channel_op.cc) does not perform full validation for all the input arguments. We have patched the issue in GitHub commit 9e62869465573cb2d9b5053f1fa02a81fce21d69 and in the Github commit 203214568f5bc237603dbab6e1fd389f1572f5c9. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:42:00,2024-03-19 15:27:54.403808,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65391,CVE-2021-37666,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can cause undefined behavior via binding a reference to null pointer in `tf.raw_ops.RaggedTensorToVariant`. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/ragged_tensor_to_variant_op.cc#L129) has an incomplete validation of the splits values, missing the case when the argument would be empty. We have patched the issue in GitHub commit be7a4de6adfbd303ce08be4332554dff70362612. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 22:15:00,,2021-08-18 20:48:00,2024-03-19 15:27:54.424780,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-824,weakness,Access of Uninitialized Pointer,Base,Simple,Incomplete,,,,Automated Static Analysis (DM-14),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands (C.I.A.); Read Memory (C.)","['CVE-2021-37656', 'CVE-2021-37657', 'CVE-2021-37658', 'CVE-2021-37662', 'CVE-2021-37666', 'CVE-2021-37667', 'CVE-2021-37671', 'CVE-2021-37676', 'CVE-2021-41201', 'CVE-2021-41204', 'CVE-2021-41214']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65392,CVE-2021-37667,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can cause undefined behavior via binding a reference to null pointer in `tf.raw_ops.UnicodeEncode`. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/unicode_ops.cc#L533-L539) reads the first dimension of the `input_splits` tensor before validating that this tensor is not empty. We have patched the issue in GitHub commit 2e0ee46f1a47675152d3d865797a18358881d7a6. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 22:15:00,,2021-08-18 20:49:00,2024-03-19 15:27:54.444029,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-824,weakness,Access of Uninitialized Pointer,Base,Simple,Incomplete,,,,Automated Static Analysis (DM-14),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands (C.I.A.); Read Memory (C.)","['CVE-2021-37656', 'CVE-2021-37657', 'CVE-2021-37658', 'CVE-2021-37662', 'CVE-2021-37666', 'CVE-2021-37667', 'CVE-2021-37671', 'CVE-2021-37676', 'CVE-2021-41201', 'CVE-2021-41204', 'CVE-2021-41214']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65393,CVE-2021-37668,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can cause denial of service in applications serving models using `tf.raw_ops.UnravelIndex` by triggering a division by 0. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/unravel_index_op.cc#L36) does not check that the tensor subsumed by `dims` is not empty. Hence, if one element of `dims` is 0, the implementation does a division by 0. We have patched the issue in GitHub commit a776040a5e7ebf76eeb7eb923bf1ae417dd4d233. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:42:00,2024-03-19 15:27:54.468342,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65394,CVE-2021-37669,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can cause denial of service in applications serving models using `tf.raw_ops.NonMaxSuppressionV5` by triggering a division by 0. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/image/non_max_suppression_op.cc#L170-L271) uses a user controlled argument to resize a `std::vector`. However, as `std::vector::resize` takes the size argument as a `size_t` and `output_size` is an `int`, there is an implicit conversion to unsigned. If the attacker supplies a negative value, this conversion results in a crash. A similar issue occurs in `CombinedNonMaxSuppression`. We have patched the issue in GitHub commit 3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d and commit [b5cdbf12ffcaaffecf98f22a6be5a64bb96e4f58. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:27:00,2024-03-19 15:27:54.490649,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-681,weakness,Incorrect Conversion between Numeric Types,Base,Simple,Draft,,,High,,Unexpected State-Quality Degradation (I.),"['CVE-2019-16778', 'CVE-2021-29539', 'CVE-2021-37645', 'CVE-2021-37646', 'CVE-2021-37661', 'CVE-2021-37669', 'CVE-2021-37679', 'CVE-2021-41202']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65396,CVE-2021-37670,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can read from outside of bounds of heap allocated data by sending specially crafted illegal arguments to `tf.raw_ops.UpperBound`. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/searchsorted_op.cc#L85-L104) does not validate the rank of `sorted_input` argument. A similar issue occurs in `tf.raw_ops.LowerBound`. We have patched the issue in GitHub commit 42459e4273c2e47a3232cc16c4f4fff3b3a35c38. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:28:00,2024-03-19 15:27:54.530453,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-125,weakness,Out-of-bounds Read,Base,Simple,Draft,,,,Automated Static Analysis (DM-14); Fuzzing (DM-13),Bypass Protection Mechanism (C.); Read Memory (C.),"['CVE-2018-21233', 'CVE-2020-15196', 'CVE-2020-15208', 'CVE-2020-15211', 'CVE-2020-15265', 'CVE-2020-26267', 'CVE-2020-26269', 'CVE-2020-26271', 'CVE-2021-29532', 'CVE-2021-29547', 'CVE-2021-29551', 'CVE-2021-29553', 'CVE-2021-29559', 'CVE-2021-29569', 'CVE-2021-29570', 'CVE-2021-29582', 'CVE-2021-29583', 'CVE-2021-29590', 'CVE-2021-29606', 'CVE-2021-29613', 'CVE-2021-37635', 'CVE-2021-37639', 'CVE-2021-37641', 'CVE-2021-37654', 'CVE-2021-37655', 'CVE-2021-37659', 'CVE-2021-37664', 'CVE-2021-37670', 'CVE-2021-37672', 'CVE-2021-37685', 'CVE-2021-37687', 'CVE-2021-41205', 'CVE-2021-41210', 'CVE-2021-41211', 'CVE-2021-41212', 'CVE-2021-41219', 'CVE-2021-41223', 'CVE-2021-41224', 'CVE-2021-41226', 'CVE-2021-41227', 'CVE-2022-21726', 'CVE-2022-21728', 'CVE-2022-21730', 'CVE-2022-23560', 'CVE-2022-23574', 'CVE-2022-23592', 'CVE-2022-23594', 'CVE-2022-35937', 'CVE-2022-35938', 'CVE-2022-41880', 'CVE-2022-41883', 'CVE-2022-41895', 'CVE-2022-41897', 'CVE-2022-41900', 'CVE-2022-41902', 'CVE-2022-41910', 'CVE-2023-25658', 'CVE-2023-25659', 'CVE-2023-25668']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65397,CVE-2021-37671,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can cause undefined behavior via binding a reference to null pointer in `tf.raw_ops.Map*` and `tf.raw_ops.OrderedMap*` operations. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/map_stage_op.cc#L222-L248) has a check in place to ensure that `indices` is in ascending order, but does not check that `indices` is not empty. We have patched the issue in GitHub commit 532f5c5a547126c634fefd43bbad1dc6417678ac. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 22:15:00,,2021-08-18 20:53:00,2024-03-19 15:27:54.553548,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-824,weakness,Access of Uninitialized Pointer,Base,Simple,Incomplete,,,,Automated Static Analysis (DM-14),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands (C.I.A.); Read Memory (C.)","['CVE-2021-37656', 'CVE-2021-37657', 'CVE-2021-37658', 'CVE-2021-37662', 'CVE-2021-37666', 'CVE-2021-37667', 'CVE-2021-37671', 'CVE-2021-37676', 'CVE-2021-41201', 'CVE-2021-41204', 'CVE-2021-41214']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65398,CVE-2021-37672,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can read from outside of bounds of heap allocated data by sending specially crafted illegal arguments to `tf.raw_ops.SdcaOptimizerV2`. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/sdca_internal.cc#L320-L353) does not check that the length of `example_labels` is the same as the number of examples. We have patched the issue in GitHub commit a4e138660270e7599793fa438cd7b2fc2ce215a6. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:28:00,2024-03-19 15:27:54.573475,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-125,weakness,Out-of-bounds Read,Base,Simple,Draft,,,,Automated Static Analysis (DM-14); Fuzzing (DM-13),Bypass Protection Mechanism (C.); Read Memory (C.),"['CVE-2018-21233', 'CVE-2020-15196', 'CVE-2020-15208', 'CVE-2020-15211', 'CVE-2020-15265', 'CVE-2020-26267', 'CVE-2020-26269', 'CVE-2020-26271', 'CVE-2021-29532', 'CVE-2021-29547', 'CVE-2021-29551', 'CVE-2021-29553', 'CVE-2021-29559', 'CVE-2021-29569', 'CVE-2021-29570', 'CVE-2021-29582', 'CVE-2021-29583', 'CVE-2021-29590', 'CVE-2021-29606', 'CVE-2021-29613', 'CVE-2021-37635', 'CVE-2021-37639', 'CVE-2021-37641', 'CVE-2021-37654', 'CVE-2021-37655', 'CVE-2021-37659', 'CVE-2021-37664', 'CVE-2021-37670', 'CVE-2021-37672', 'CVE-2021-37685', 'CVE-2021-37687', 'CVE-2021-41205', 'CVE-2021-41210', 'CVE-2021-41211', 'CVE-2021-41212', 'CVE-2021-41219', 'CVE-2021-41223', 'CVE-2021-41224', 'CVE-2021-41226', 'CVE-2021-41227', 'CVE-2022-21726', 'CVE-2022-21728', 'CVE-2022-21730', 'CVE-2022-23560', 'CVE-2022-23574', 'CVE-2022-23592', 'CVE-2022-23594', 'CVE-2022-35937', 'CVE-2022-35938', 'CVE-2022-41880', 'CVE-2022-41883', 'CVE-2022-41895', 'CVE-2022-41897', 'CVE-2022-41900', 'CVE-2022-41902', 'CVE-2022-41910', 'CVE-2023-25658', 'CVE-2023-25659', 'CVE-2023-25668']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65399,CVE-2021-37673,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can trigger a denial of service via a `CHECK`-fail in `tf.raw_ops.MapStage`. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/map_stage_op.cc#L513) does not check that the `key` input is a valid non-empty tensor. We have patched the issue in GitHub commit d7de67733925de196ec8863a33445b73f9562d1d. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2021-08-19 14:02:00,2024-03-19 15:27:54.595269,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-20,weakness,Improper Input Validation,Class,Simple,Stable,,,High,Automated Static Analysis (DM-3); Fuzzing (DM-5); Manual Static Analysis (DM-4),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.); Read Memory-Read Files or Directories (C.)","['CVE-2018-7577', 'CVE-2020-15190', 'CVE-2020-15192', 'CVE-2020-15194', 'CVE-2020-15197', 'CVE-2020-15199', 'CVE-2020-15206', 'CVE-2020-26270', 'CVE-2020-5215', 'CVE-2021-29611', 'CVE-2021-37663', 'CVE-2021-37665', 'CVE-2021-37673', 'CVE-2021-37692', 'CVE-2022-29191', 'CVE-2022-29192', 'CVE-2022-29193', 'CVE-2022-29194', 'CVE-2022-29195', 'CVE-2022-29197', 'CVE-2022-29198', 'CVE-2022-29199', 'CVE-2022-29204', 'CVE-2022-29206', 'CVE-2022-29207', 'CVE-2022-29211', 'CVE-2022-29212', 'CVE-2022-41888', 'CVE-2022-41908']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
65400,CVE-2021-37674,"TensorFlow is an end-to-end open source platform for machine learning. In affected versions an attacker can trigger a denial of service via a segmentation fault in `tf.raw_ops.MaxPoolGrad` caused by missing validation. The [implementation](https://github.com/tensorflow/tensorflow/blob/460e000de3a83278fb00b61a16d161b1964f15f4/tensorflow/core/kernels/maxpooling_op.cc) misses some validation for the `orig_input` and `orig_output` tensors. The fixes for CVE-2021-29579 were incomplete. We have patched the issue in GitHub commit 136b51f10903e044308cf77117c0ed9871350475. The fix will be included in TensorFlow 2.6.0. We will also cherrypick this commit on TensorFlow 2.5.1, TensorFlow 2.4.3, and TensorFlow 2.3.4, as these are also affected and still in supported range.",2021-08-12 23:15:00,,2023-06-26 19:19:00,2024-03-19 15:27:54.616505,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.3),[2.3.0,2.3.4),[2.5.0,2.5.1),[2.6.0,2.6.1)",CWE-1284,weakness,Improper Validation of Specified Quantity in Input,Base,Simple,Incomplete,,,,,Varies by Context (.),"['CVE-2021-37674', 'CVE-2021-37677', 'CVE-2022-23580', 'CVE-2022-29196', 'CVE-2022-29200', 'CVE-2022-29202', 'CVE-2022-41896']",242.0,243,-1.0,2021-08-12 00:06:57,2.4.3,True
